id,gender,age,condition,sample_size,n_obs,test_item,response
41,male,39,property,medium,6,7,1
41,male,39,property,large,12,1,8
41,male,39,property,large,12,2,7
41,male,39,property,large,12,3,4
41,male,39,property,large,12,4,2
41,male,39,property,large,12,5,0
41,male,39,property,large,12,6,1
41,male,39,property,large,12,7,0
42,male,39,category,small,2,1,5
42,male,39,category,small,2,2,6
42,male,39,category,small,2,3,6
42,male,39,category,small,2,4,7
42,male,39,category,small,2,5,7
42,male,39,category,small,2,6,7
42,male,39,category,small,2,7,7
42,male,39,category,medium,6,1,6
42,male,39,category,medium,6,2,7
42,male,39,category,medium,6,3,8
42,male,39,category,medium,6,4,8
42,male,39,category,medium,6,5,7
42,male,39,category,medium,6,6,8
42,male,39,category,medium,6,7,7
42,male,39,category,large,12,1,6
42,male,39,category,large,12,2,8
42,male,39,category,large,12,3,8
42,male,39,category,large,12,4,8
42,male,39,category,large,12,5,8
42,male,39,category,large,12,6,8
42,male,39,category,large,12,7,8
43,male,20,property,small,2,1,1
43,male,20,property,small,2,2,1
43,male,20,property,small,2,3,2
43,male,20,property,small,2,4,2
43,male,20,property,small,2,5,3
43,male,20,property,small,2,6,4
43,male,20,property,small,2,7,4
43,male,20,property,medium,6,1,0
43,male,20,property,medium,6,2,1
43,male,20,property,medium,6,3,3
43,male,20,property,medium,6,4,5
43,male,20,property,medium,6,5,5
43,male,20,property,medium,6,6,7
43,male,20,property,medium,6,7,7
43,male,20,property,large,12,1,1
43,male,20,property,large,12,2,2
43,male,20,property,large,12,3,2
43,male,20,property,large,12,4,4
43,male,20,property,large,12,5,6
43,male,20,property,large,12,6,7
43,male,20,property,large,12,7,6
44,female,27,category,small,2,1,5
44,female,27,category,small,2,2,8
44,female,27,category,small,2,3,7
44,female,27,category,small,2,4,6
44,female,27,category,small,2,5,4
44,female,27,category,small,2,6,2
44,female,27,category,small,2,7,1
44,female,27,category,medium,6,1,8
44,female,27,category,medium,6,2,8
44,female,27,category,medium,6,3,9
44,female,27,category,medium,6,4,5
44,female,27,category,medium,6,5,6
44,female,27,category,medium,6,6,2
44,female,27,category,medium,6,7,1
44,female,27,category,large,12,1,8
44,female,27,category,large,12,2,8
44,female,27,category,large,12,3,8
44,female,27,category,large,12,4,8
44,female,27,category,large,12,5,8
44,female,27,category,large,12,6,8
44,female,27,category,large,12,7,5
45,male,38,property,small,2,1,4
45,male,38,property,small,2,2,5
45,male,38,property,small,2,3,2
45,male,38,property,small,2,4,7
45,male,38,property,small,2,5,6
45,male,38,property,small,2,6,7
45,male,38,property,small,2,7,5
45,male,38,property,medium,6,1,4
45,male,38,property,medium,6,2,8
45,male,38,property,medium,6,3,7
45,male,38,property,medium,6,4,4
45,male,38,property,medium,6,5,3
45,male,38,property,medium,6,6,3
45,male,38,property,medium,6,7,3
45,male,38,property,large,12,1,6
45,male,38,property,large,12,2,7
45,male,38,property,large,12,3,8
45,male,38,property,large,12,4,2
45,male,38,property,large,12,5,2
45,male,38,property,large,12,6,2
45,male,38,property,large,12,7,2
46,male,29,property,small,2,1,2
46,male,29,property,small,2,2,2
46,male,29,property,small,2,3,3
46,male,29,property,small,2,4,5
46,male,29,property,small,2,5,5
46,male,29,property,small,2,6,7
46,male,29,property,small,2,7,7
46,male,29,property,medium,6,1,1
46,male,29,property,medium,6,2,1
46,male,29,property,medium,6,3,3
46,male,29,property,medium,6,4,5
46,male,29,property,medium,6,5,8
46,male,29,property,medium,6,6,7
46,male,29,property,medium,6,7,8
46,male,29,property,large,12,1,1
46,male,29,property,large,12,2,3
46,male,29,property,large,12,3,1
46,male,29,property,large,12,4,7
46,male,29,property,large,12,5,8
46,male,29,property,large,12,6,8
46,male,29,property,large,12,7,8
47,male,28,property,small,2,1,3
47,male,28,property,small,2,2,7
47,male,28,property,small,2,3,4
47,male,28,property,small,2,4,6
47,male,28,property,small,2,5,6
47,male,28,property,small,2,6,8
47,male,28,property,small,2,7,8
47,male,28,property,medium,6,1,1
47,male,28,property,medium,6,2,0
47,male,28,property,medium,6,3,3
47,male,28,property,medium,6,4,8
47,male,28,property,medium,6,5,6
47,male,28,property,medium,6,6,6
47,male,28,property,medium,6,7,4
47,male,28,property,large,12,1,5
47,male,28,property,large,12,2,6
47,male,28,property,large,12,3,6
47,male,28,property,large,12,4,7
47,male,28,property,large,12,5,8
47,male,28,property,large,12,6,8
47,male,28,property,large,12,7,3
48,female,26,category,small,2,1,8
48,female,26,category,small,2,2,8
48,female,26,category,small,2,3,8
48,female,26,category,small,2,4,5
48,female,26,category,small,2,5,6
48,female,26,category,small,2,6,6
48,female,26,category,small,2,7,6
48,female,26,category,medium,6,1,9
48,female,26,category,medium,6,2,9
48,female,26,category,medium,6,3,8
48,female,26,category,medium,6,4,7
48,female,26,category,medium,6,5,6
48,female,26,category,medium,6,6,7
48,female,26,category,medium,6,7,6
48,female,26,category,large,12,1,9
48,female,26,category,large,12,2,9
48,female,26,category,large,12,3,9
48,female,26,category,large,12,4,9
48,female,26,category,large,12,5,9
48,female,26,category,large,12,6,9
48,female,26,category,large,12,7,9
49,female,31,category,small,2,1,9
49,female,31,category,small,2,2,9
49,female,31,category,small,2,3,6
49,female,31,category,small,2,4,5
49,female,31,category,small,2,5,4
49,female,31,category,small,2,6,4
49,female,31,category,small,2,7,4
49,female,31,category,medium,6,1,9
49,female,31,category,medium,6,2,9
49,female,31,category,medium,6,3,8
49,female,31,category,medium,6,4,6
49,female,31,category,medium,6,5,6
49,female,31,category,medium,6,6,5
49,female,31,category,medium,6,7,5
49,female,31,category,large,12,1,9
49,female,31,category,large,12,2,9
49,female,31,category,large,12,3,7
49,female,31,category,large,12,4,7
49,female,31,category,large,12,5,7
49,female,31,category,large,12,6,5
49,female,31,category,large,12,7,5
50,male,40,property,small,2,1,6
50,male,40,property,small,2,2,6
50,male,40,property,small,2,3,6
50,male,40,property,small,2,4,5
50,male,40,property,small,2,5,4
50,male,40,property,small,2,6,3
50,male,40,property,small,2,7,4
50,male,40,property,medium,6,1,7
50,male,40,property,medium,6,2,6
50,male,40,property,medium,6,3,4
50,male,40,property,medium,6,4,3
50,male,40,property,medium,6,5,3
50,male,40,property,medium,6,6,3
50,male,40,property,medium,6,7,3
50,male,40,property,large,12,1,8
50,male,40,property,large,12,2,8
50,male,40,property,large,12,3,6
50,male,40,property,large,12,4,1
50,male,40,property,large,12,5,1
50,male,40,property,large,12,6,1
50,male,40,property,large,12,7,1
51,male,27,category,small,2,1,1
51,male,27,category,small,2,2,5
51,male,27,category,small,2,3,7
51,male,27,category,small,2,4,2
51,male,27,category,small,2,5,8
51,male,27,category,small,2,6,4
51,male,27,category,small,2,7,8
51,male,27,category,medium,6,1,7
51,male,27,category,medium,6,2,8
51,male,27,category,medium,6,3,8
51,male,27,category,medium,6,4,1
51,male,27,category,medium,6,5,1
51,male,27,category,medium,6,6,1
51,male,27,category,medium,6,7,0
51,male,27,category,large,12,1,5
51,male,27,category,large,12,2,9
51,male,27,category,large,12,3,7
51,male,27,category,large,12,4,1
51,male,27,category,large,12,5,1
51,male,27,category,large,12,6,0
51,male,27,category,large,12,7,1
52,male,26,category,small,2,1,1
52,male,26,category,small,2,2,2
52,male,26,category,small,2,3,3
52,male,26,category,small,2,4,3
52,male,26,category,small,2,5,4
52,male,26,category,small,2,6,4
52,male,26,category,small,2,7,7
52,male,26,category,medium,6,1,7
52,male,26,category,medium,6,2,5
52,male,26,category,medium,6,3,5
52,male,26,category,medium,6,4,3
52,male,26,category,medium,6,5,2
52,male,26,category,medium,6,6,3
52,male,26,category,medium,6,7,1
52,male,26,category,large,12,1,7
52,male,26,category,large,12,2,7
52,male,26,category,large,12,3,5
52,male,26,category,large,12,4,4
52,male,26,category,large,12,5,3
52,male,26,category,large,12,6,5
52,male,26,category,large,12,7,3
53,female,27,property,small,2,1,3
53,female,27,property,small,2,2,5
53,female,27,property,small,2,3,5
53,female,27,property,small,2,4,9
53,female,27,property,small,2,5,0
53,female,27,property,small,2,6,6
53,female,27,property,small,2,7,9
53,female,27,property,medium,6,1,7
53,female,27,property,medium,6,2,8
53,female,27,property,medium,6,3,7
53,female,27,property,medium,6,4,3
53,female,27,property,medium,6,5,7
53,female,27,property,medium,6,6,6
53,female,27,property,medium,6,7,6
53,female,27,property,large,12,1,5
53,female,27,property,large,12,2,6
53,female,27,property,large,12,3,9
53,female,27,property,large,12,4,6
53,female,27,property,large,12,5,4
53,female,27,property,large,12,6,8
53,female,27,property,large,12,7,6
54,male,34,property,small,2,1,8
54,male,34,property,small,2,2,6
54,male,34,property,small,2,3,6
54,male,34,property,small,2,4,7
54,male,34,property,small,2,5,0
54,male,34,property,small,2,6,0
54,male,34,property,small,2,7,0
54,male,34,property,medium,6,1,9
54,male,34,property,medium,6,2,9
54,male,34,property,medium,6,3,0
54,male,34,property,medium,6,4,0
54,male,34,property,medium,6,5,0
54,male,34,property,medium,6,6,0
54,male,34,property,medium,6,7,0
54,male,34,property,large,12,1,9
54,male,34,property,large,12,2,9
54,male,34,property,large,12,3,9
54,male,34,property,large,12,4,0
54,male,34,property,large,12,5,0
54,male,34,property,large,12,6,0
54,male,34,property,large,12,7,0
55,male,27,category,small,2,1,9
55,male,27,category,small,2,2,9
55,male,27,category,small,2,3,6
55,male,27,category,small,2,4,4
55,male,27,category,small,2,5,3
55,male,27,category,small,2,6,2
55,male,27,category,small,2,7,2
55,male,27,category,medium,6,1,9
55,male,27,category,medium,6,2,9
55,male,27,category,medium,6,3,9
55,male,27,category,medium,6,4,9
55,male,27,category,medium,6,5,8
55,male,27,category,medium,6,6,7
55,male,27,category,medium,6,7,7
55,male,27,category,large,12,1,9
55,male,27,category,large,12,2,9
55,male,27,category,large,12,3,9
55,male,27,category,large,12,4,9
55,male,27,category,large,12,5,8
55,male,27,category,large,12,6,8
55,male,27,category,large,12,7,8
56,female,31,property,small,2,1,9
56,female,31,property,small,2,2,9
56,female,31,property,small,2,3,9
56,female,31,property,small,2,4,9
56,female,31,property,small,2,5,9
56,female,31,property,small,2,6,9
56,female,31,property,small,2,7,9
56,female,31,property,medium,6,1,9
56,female,31,property,medium,6,2,9
56,female,31,property,medium,6,3,9
56,female,31,property,medium,6,4,9
56,female,31,property,medium,6,5,7
56,female,31,property,medium,6,6,8
56,female,31,property,medium,6,7,7
56,female,31,property,large,12,1,9
56,female,31,property,large,12,2,8
56,female,31,property,large,12,3,6
56,female,31,property,large,12,4,5
56,female,31,property,large,12,5,5
56,female,31,property,large,12,6,6
56,female,31,property,large,12,7,5
57,female,58,category,small,2,1,7
57,female,58,category,small,2,2,9
57,female,58,category,small,2,3,9
57,female,58,category,small,2,4,9
57,female,58,category,small,2,5,9
57,female,58,category,small,2,6,9
57,female,58,category,small,2,7,9
57,female,58,category,medium,6,1,9
57,female,58,category,medium,6,2,9
57,female,58,category,medium,6,3,9
57,female,58,category,medium,6,4,9
57,female,58,category,medium,6,5,9
57,female,58,category,medium,6,6,9
57,female,58,category,medium,6,7,9
57,female,58,category,large,12,1,9
57,female,58,category,large,12,2,9
57,female,58,category,large,12,3,9
57,female,58,category,large,12,4,9
57,female,58,category,large,12,5,9
57,female,58,category,large,12,6,9
57,female,58,category,large,12,7,9
58,male,30,category,small,2,1,3
58,male,30,category,small,2,2,4
58,male,30,category,small,2,3,4
58,male,30,category,small,2,4,5
58,male,30,category,small,2,5,4
58,male,30,category,small,2,6,4
58,male,30,category,small,2,7,4
58,male,30,category,medium,6,1,4
58,male,30,category,medium,6,2,4
58,male,30,category,medium,6,3,4
58,male,30,category,medium,6,4,4
58,male,30,category,medium,6,5,4
58,male,30,category,medium,6,6,4
58,male,30,category,medium,6,7,5
58,male,30,category,large,12,1,4
58,male,30,category,large,12,2,5
58,male,30,category,large,12,3,4
58,male,30,category,large,12,4,4
58,male,30,category,large,12,5,4
58,male,30,category,large,12,6,5
58,male,30,category,large,12,7,4
59,male,22,property,small,2,1,2
59,male,22,property,small,2,2,6
59,male,22,property,small,2,3,6
59,male,22,property,small,2,4,7
59,male,22,property,small,2,5,3
59,male,22,property,small,2,6,2
59,male,22,property,small,2,7,2
59,male,22,property,medium,6,1,8
59,male,22,property,medium,6,2,8
59,male,22,property,medium,6,3,4
59,male,22,property,medium,6,4,3
59,male,22,property,medium,6,5,1
59,male,22,property,medium,6,6,1
59,male,22,property,medium,6,7,1
59,male,22,property,large,12,1,7
59,male,22,property,large,12,2,7
59,male,22,property,large,12,3,5
59,male,22,property,large,12,4,4
59,male,22,property,large,12,5,1
59,male,22,property,large,12,6,1
59,male,22,property,large,12,7,0
60,male,37,property,small,2,1,7
60,male,37,property,small,2,2,7
60,male,37,property,small,2,3,6
60,male,37,property,small,2,4,5
60,male,37,property,small,2,5,4
60,male,37,property,small,2,6,1
60,male,37,property,small,2,7,2
60,male,37,property,medium,6,1,8
60,male,37,property,medium,6,2,8
60,male,37,property,medium,6,3,7
60,male,37,property,medium,6,4,1
60,male,37,property,medium,6,5,1
60,male,37,property,medium,6,6,1
60,male,37,property,medium,6,7,0
60,male,37,property,large,12,1,8
60,male,37,property,large,12,2,8
60,male,37,property,large,12,3,2
60,male,37,property,large,12,4,1
60,male,37,property,large,12,5,1
60,male,37,property,large,12,6,0
60,male,37,property,large,12,7,0
61,male,31,property,small,2,1,9
61,male,31,property,small,2,2,9
61,male,31,property,small,2,3,4
61,male,31,property,small,2,4,4
61,male,31,property,small,2,5,4
61,male,31,property,small,2,6,4
61,male,31,property,small,2,7,4
61,male,31,property,medium,6,1,4
61,male,31,property,medium,6,2,4
61,male,31,property,medium,6,3,4
61,male,31,property,medium,6,4,4
61,male,31,property,medium,6,5,4
61,male,31,property,medium,6,6,4
61,male,31,property,medium,6,7,4
61,male,31,property,large,12,1,4
61,male,31,property,large,12,2,4
61,male,31,property,large,12,3,4
61,male,31,property,large,12,4,4
61,male,31,property,large,12,5,4
61,male,31,property,large,12,6,4
61,male,31,property,large,12,7,4
62,female,36,category,small,2,1,8
62,female,36,category,small,2,2,9
62,female,36,category,small,2,3,3
62,female,36,category,small,2,4,4
62,female,36,category,small,2,5,4
62,female,36,category,small,2,6,3
62,female,36,category,small,2,7,4
62,female,36,category,medium,6,1,9
62,female,36,category,medium,6,2,9
62,female,36,category,medium,6,3,6
62,female,36,category,medium,6,4,5
62,female,36,category,medium,6,5,3
62,female,36,category,medium,6,6,3
62,female,36,category,medium,6,7,3
62,female,36,category,large,12,1,9
62,female,36,category,large,12,2,8
62,female,36,category,large,12,3,7
62,female,36,category,large,12,4,5
62,female,36,category,large,12,5,5
62,female,36,category,large,12,6,6
62,female,36,category,large,12,7,5
63,male,84,property,small,2,1,5
63,male,84,property,small,2,2,8
63,male,84,property,small,2,3,7
63,male,84,property,small,2,4,2
63,male,84,property,small,2,5,6
63,male,84,property,small,2,6,6
63,male,84,property,small,2,7,6
63,male,84,property,medium,6,1,6
63,male,84,property,medium,6,2,7
63,male,84,property,medium,6,3,8
63,male,84,property,medium,6,4,8
63,male,84,property,medium,6,5,6
63,male,84,property,medium,6,6,6
63,male,84,property,medium,6,7,5
63,male,84,property,large,12,1,4
63,male,84,property,large,12,2,6
63,male,84,property,large,12,3,7
63,male,84,property,large,12,4,7
63,male,84,property,large,12,5,6
63,male,84,property,large,12,6,5
63,male,84,property,large,12,7,8
64,male,29,category,small,2,1,9
64,male,29,category,small,2,2,8
64,male,29,category,small,2,3,3
64,male,29,category,small,2,4,3
64,male,29,category,small,2,5,1
64,male,29,category,small,2,6,1
64,male,29,category,small,2,7,1
64,male,29,category,medium,6,1,9
64,male,29,category,medium,6,2,8
64,male,29,category,medium,6,3,7
64,male,29,category,medium,6,4,0
64,male,29,category,medium,6,5,0
64,male,29,category,medium,6,6,0
64,male,29,category,medium,6,7,0
64,male,29,category,large,12,1,9
64,male,29,category,large,12,2,9
64,male,29,category,large,12,3,6
64,male,29,category,large,12,4,1
64,male,29,category,large,12,5,0
64,male,29,category,large,12,6,0
64,male,29,category,large,12,7,0
65,male,32,property,small,2,1,8
65,male,32,property,small,2,2,8
65,male,32,property,small,2,3,7
65,male,32,property,small,2,4,2
65,male,32,property,small,2,5,2
65,male,32,property,small,2,6,3
65,male,32,property,small,2,7,1
65,male,32,property,medium,6,1,8
65,male,32,property,medium,6,2,6
65,male,32,property,medium,6,3,1
65,male,32,property,medium,6,4,2
65,male,32,property,medium,6,5,1
65,male,32,property,medium,6,6,1
65,male,32,property,medium,6,7,1
65,male,32,property,large,12,1,8
65,male,32,property,large,12,2,7
65,male,32,property,large,12,3,3
65,male,32,property,large,12,4,1
65,male,32,property,large,12,5,1
65,male,32,property,large,12,6,1
65,male,32,property,large,12,7,1
66,male,31,property,small,2,1,9
66,male,31,property,small,2,2,9
66,male,31,property,small,2,3,0
66,male,31,property,small,2,4,0
66,male,31,property,small,2,5,0
66,male,31,property,small,2,6,0
66,male,31,property,small,2,7,0
66,male,31,property,medium,6,1,9
66,male,31,property,medium,6,2,9
66,male,31,property,medium,6,3,0
66,male,31,property,medium,6,4,0
66,male,31,property,medium,6,5,0
66,male,31,property,medium,6,6,0
66,male,31,property,medium,6,7,0
66,male,31,property,large,12,1,9
66,male,31,property,large,12,2,9
66,male,31,property,large,12,3,0
66,male,31,property,large,12,4,0
66,male,31,property,large,12,5,0
66,male,31,property,large,12,6,0
66,male,31,property,large,12,7,0
67,female,20,property,small,2,1,8
67,female,20,property,small,2,2,6
67,female,20,property,small,2,3,3
67,female,20,property,small,2,4,2
67,female,20,property,small,2,5,2
67,female,20,property,small,2,6,1
67,female,20,property,small,2,7,0
67,female,20,property,medium,6,1,9
67,female,20,property,medium,6,2,9
67,female,20,property,medium,6,3,8
67,female,20,property,medium,6,4,5
67,female,20,property,medium,6,5,4
67,female,20,property,medium,6,6,2
67,female,20,property,medium,6,7,1
67,female,20,property,large,12,1,9
67,female,20,property,large,12,2,9
67,female,20,property,large,12,3,8
67,female,20,property,large,12,4,8
67,female,20,property,large,12,5,2
67,female,20,property,large,12,6,0
67,female,20,property,large,12,7,0
68,male,30,property,small,2,1,7
68,male,30,property,small,2,2,7
68,male,30,property,small,2,3,6
68,male,30,property,small,2,4,6
68,male,30,property,small,2,5,5
68,male,30,property,small,2,6,7
68,male,30,property,small,2,7,5
68,male,30,property,medium,6,1,4
68,male,30,property,medium,6,2,6
68,male,30,property,medium,6,3,7
68,male,30,property,medium,6,4,7
68,male,30,property,medium,6,5,8
68,male,30,property,medium,6,6,9
68,male,30,property,medium,6,7,9
68,male,30,property,large,12,1,7
68,male,30,property,large,12,2,9
68,male,30,property,large,12,3,8
68,male,30,property,large,12,4,4
68,male,30,property,large,12,5,5
68,male,30,property,large,12,6,6
68,male,30,property,large,12,7,7
69,female,27,category,small,2,1,9
69,female,27,category,small,2,2,9
69,female,27,category,small,2,3,4
69,female,27,category,small,2,4,7
69,female,27,category,small,2,5,4
69,female,27,category,small,2,6,3
69,female,27,category,small,2,7,0
69,female,27,category,medium,6,1,9
69,female,27,category,medium,6,2,9
69,female,27,category,medium,6,3,7
69,female,27,category,medium,6,4,4
69,female,27,category,medium,6,5,2
69,female,27,category,medium,6,6,1
69,female,27,category,medium,6,7,0
69,female,27,category,large,12,1,9
69,female,27,category,large,12,2,9
69,female,27,category,large,12,3,5
69,female,27,category,large,12,4,1
69,female,27,category,large,12,5,1
69,female,27,category,large,12,6,0
69,female,27,category,large,12,7,0
70,female,27,property,small,2,1,7
70,female,27,property,small,2,2,7
70,female,27,property,small,2,3,2
70,female,27,property,small,2,4,3
70,female,27,property,small,2,5,1
70,female,27,property,small,2,6,1
70,female,27,property,small,2,7,1
70,female,27,property,medium,6,1,8
70,female,27,property,medium,6,2,8
70,female,27,property,medium,6,3,5
70,female,27,property,medium,6,4,1
70,female,27,property,medium,6,5,1
70,female,27,property,medium,6,6,0
70,female,27,property,medium,6,7,1
70,female,27,property,large,12,1,9
70,female,27,property,large,12,2,8
70,female,27,property,large,12,3,7
70,female,27,property,large,12,4,1
70,female,27,property,large,12,5,0
70,female,27,property,large,12,6,0
70,female,27,property,large,12,7,0
71,female,53,property,small,2,1,4
71,female,53,property,small,2,2,5
71,female,53,property,small,2,3,5
71,female,53,property,small,2,4,6
71,female,53,property,small,2,5,2
71,female,53,property,small,2,6,2
71,female,53,property,small,2,7,2
71,female,53,property,medium,6,1,5
71,female,53,property,medium,6,2,8
71,female,53,property,medium,6,3,8
71,female,53,property,medium,6,4,2
71,female,53,property,medium,6,5,2
71,female,53,property,medium,6,6,1
71,female,53,property,medium,6,7,1
71,female,53,property,large,12,1,8
71,female,53,property,large,12,2,8
71,female,53,property,large,12,3,7
71,female,53,property,large,12,4,3
71,female,53,property,large,12,5,3
71,female,53,property,large,12,6,1
71,female,53,property,large,12,7,1
72,male,24,property,small,2,1,2
72,male,24,property,small,2,2,6
72,male,24,property,small,2,3,7
72,male,24,property,small,2,4,9
72,male,24,property,small,2,5,4
72,male,24,property,small,2,6,9
72,male,24,property,small,2,7,4
72,male,24,property,medium,6,1,3
72,male,24,property,medium,6,2,7
72,male,24,property,medium,6,3,5
72,male,24,property,medium,6,4,4
72,male,24,property,medium,6,5,3
72,male,24,property,medium,6,6,3
72,male,24,property,medium,6,7,1
72,male,24,property,large,12,1,2
72,male,24,property,large,12,2,6
72,male,24,property,large,12,3,8
72,male,24,property,large,12,4,3
72,male,24,property,large,12,5,2
72,male,24,property,large,12,6,3
72,male,24,property,large,12,7,3
73,male,39,category,small,2,1,7
73,male,39,category,small,2,2,7
73,male,39,category,small,2,3,4
73,male,39,category,small,2,4,6
73,male,39,category,small,2,5,6
73,male,39,category,small,2,6,5
73,male,39,category,small,2,7,5
73,male,39,category,medium,6,1,9
73,male,39,category,medium,6,2,9
73,male,39,category,medium,6,3,7
73,male,39,category,medium,6,4,7
73,male,39,category,medium,6,5,7
73,male,39,category,medium,6,6,5
73,male,39,category,medium,6,7,4
73,male,39,category,large,12,1,8
73,male,39,category,large,12,2,8
73,male,39,category,large,12,3,8
73,male,39,category,large,12,4,9
73,male,39,category,large,12,5,9
73,male,39,category,large,12,6,9
73,male,39,category,large,12,7,9
74,female,24,property,small,2,1,6
74,female,24,property,small,2,2,6
74,female,24,property,small,2,3,7
74,female,24,property,small,2,4,6
74,female,24,property,small,2,5,5
74,female,24,property,small,2,6,2
74,female,24,property,small,2,7,2
74,female,24,property,medium,6,1,7
74,female,24,property,medium,6,2,7
74,female,24,property,medium,6,3,8
74,female,24,property,medium,6,4,1
74,female,24,property,medium,6,5,6
74,female,24,property,medium,6,6,0
74,female,24,property,medium,6,7,2
74,female,24,property,large,12,1,8
74,female,24,property,large,12,2,8
74,female,24,property,large,12,3,6
74,female,24,property,large,12,4,8
74,female,24,property,large,12,5,1
74,female,24,property,large,12,6,0
74,female,24,property,large,12,7,0
75,female,24,category,small,2,1,7
75,female,24,category,small,2,2,7
75,female,24,category,small,2,3,5
75,female,24,category,small,2,4,4
75,female,24,category,small,2,5,4
75,female,24,category,small,2,6,4
75,female,24,category,small,2,7,4
75,female,24,category,medium,6,1,8
75,female,24,category,medium,6,2,8
75,female,24,category,medium,6,3,6
75,female,24,category,medium,6,4,6
75,female,24,category,medium,6,5,5
75,female,24,category,medium,6,6,5
75,female,24,category,medium,6,7,4
75,female,24,category,large,12,1,9
75,female,24,category,large,12,2,9
75,female,24,category,large,12,3,7
75,female,24,category,large,12,4,6
75,female,24,category,large,12,5,6
75,female,24,category,large,12,6,6
75,female,24,category,large,12,7,6
76,female,44,category,small,2,1,2
76,female,44,category,small,2,2,1
76,female,44,category,small,2,3,9
76,female,44,category,small,2,4,5
76,female,44,category,small,2,5,4
76,female,44,category,small,2,6,9
76,female,44,category,small,2,7,9
76,female,44,category,medium,6,1,0
76,female,44,category,medium,6,2,2
76,female,44,category,medium,6,3,4
76,female,44,category,medium,6,4,7
76,female,44,category,medium,6,5,9
76,female,44,category,medium,6,6,9
76,female,44,category,medium,6,7,9
76,female,44,category,large,12,1,0
76,female,44,category,large,12,2,1
76,female,44,category,large,12,3,4
76,female,44,category,large,12,4,7
76,female,44,category,large,12,5,9
76,female,44,category,large,12,6,9
76,female,44,category,large,12,7,9
77,male,23,property,small,2,1,8
77,male,23,property,small,2,2,7
77,male,23,property,small,2,3,6
77,male,23,property,small,2,4,1
77,male,23,property,small,2,5,0
77,male,23,property,small,2,6,1
77,male,23,property,small,2,7,0
77,male,23,property,medium,6,1,8
77,male,23,property,medium,6,2,8
77,male,23,property,medium,6,3,0
77,male,23,property,medium,6,4,0
77,male,23,property,medium,6,5,0
77,male,23,property,medium,6,6,0
77,male,23,property,medium,6,7,0
77,male,23,property,large,12,1,7
77,male,23,property,large,12,2,7
77,male,23,property,large,12,3,5
77,male,23,property,large,12,4,1
77,male,23,property,large,12,5,0
77,male,23,property,large,12,6,0
77,male,23,property,large,12,7,0
78,male,67,property,small,2,1,4
78,male,67,property,small,2,2,8
78,male,67,property,small,2,3,9
78,male,67,property,small,2,4,9
78,male,67,property,small,2,5,6
78,male,67,property,small,2,6,4
78,male,67,property,small,2,7,4
78,male,67,property,medium,6,1,9
78,male,67,property,medium,6,2,9
78,male,67,property,medium,6,3,9
78,male,67,property,medium,6,4,9
78,male,67,property,medium,6,5,6
78,male,67,property,medium,6,6,3
78,male,67,property,medium,6,7,3
78,male,67,property,large,12,1,9
78,male,67,property,large,12,2,9
78,male,67,property,large,12,3,9
78,male,67,property,large,12,4,9
78,male,67,property,large,12,5,7
78,male,67,property,large,12,6,5
78,male,67,property,large,12,7,5
79,female,49,property,small,2,1,8
79,female,49,property,small,2,2,7
79,female,49,property,small,2,3,2
79,female,49,property,small,2,4,2
79,female,49,property,small,2,5,0
79,female,49,property,small,2,6,0
79,female,49,property,small,2,7,0
79,female,49,property,medium,6,1,9
79,female,49,property,medium,6,2,8
79,female,49,property,medium,6,3,2
79,female,49,property,medium,6,4,0
79,female,49,property,medium,6,5,0
79,female,49,property,medium,6,6,0
79,female,49,property,medium,6,7,0
79,female,49,property,large,12,1,9
79,female,49,property,large,12,2,9
79,female,49,property,large,12,3,0
79,female,49,property,large,12,4,0
79,female,49,property,large,12,5,0
79,female,49,property,large,12,6,0
79,female,49,property,large,12,7,0
80,female,62,property,small,2,1,3
80,female,62,property,small,2,2,8
80,female,62,property,small,2,3,9
80,female,62,property,small,2,4,3
80,female,62,property,small,2,5,1
80,female,62,property,small,2,6,1
80,female,62,property,small,2,7,1
80,female,62,property,medium,6,1,6
80,female,62,property,medium,6,2,8
80,female,62,property,medium,6,3,8
80,female,62,property,medium,6,4,3
80,female,62,property,medium,6,5,1
80,female,62,property,medium,6,6,1
80,female,62,property,medium,6,7,0
80,female,62,property,large,12,1,7
80,female,62,property,large,12,2,9
80,female,62,property,large,12,3,2
80,female,62,property,large,12,4,1
80,female,62,property,large,12,5,1
80,female,62,property,large,12,6,0
80,female,62,property,large,12,7,1
81,female,49,category,small,2,1,7
81,female,49,category,small,2,2,8
81,female,49,category,small,2,3,6
81,female,49,category,small,2,4,4
81,female,49,category,small,2,5,4
81,female,49,category,small,2,6,4
81,female,49,category,small,2,7,4
81,female,49,category,medium,6,1,8
81,female,49,category,medium,6,2,8
81,female,49,category,medium,6,3,4
81,female,49,category,medium,6,4,4
81,female,49,category,medium,6,5,4
81,female,49,category,medium,6,6,4
81,female,49,category,medium,6,7,4
81,female,49,category,large,12,1,9
81,female,49,category,large,12,2,9
81,female,49,category,large,12,3,4
81,female,49,category,large,12,4,4
81,female,49,category,large,12,5,4
81,female,49,category,large,12,6,4
81,female,49,category,large,12,7,4
82,male,32,property,small,2,1,6
82,male,32,property,small,2,2,5
82,male,32,property,small,2,3,6
82,male,32,property,small,2,4,4
82,male,32,property,small,2,5,5
82,male,32,property,small,2,6,2
82,male,32,property,small,2,7,3
